DSC,simulate,analyze,score,score.metric
58,bigstep,HPR,beta2_cover,1
59,bigstep,HPR,beta2_cover,1
60,bigstep,HPR,beta2_cover,1
61,bigstep,HPR,beta2_cover,1
62,bigstep,HPR,beta2_cover,1
63,bigstep,HPR,beta2_cover,1
64,bigstep,HPR,beta2_cover,1
65,bigstep,HPR,beta2_cover,1
66,bigstep,HPR,beta2_cover,1
67,bigstep,HPR,beta2_cover,1
68,bigstep,HPR,beta2_cover,1
69,bigstep,HPR,beta2_cover,1
70,bigstep,HPR,beta2_cover,1
71,bigstep,HPR,beta2_cover,1
72,bigstep,HPR,beta2_cover,1
73,bigstep,HPR,beta2_cover,1
74,bigstep,HPR,beta2_cover,1
75,bigstep,HPR,beta2_cover,1
76,bigstep,HPR,beta2_cover,1
77,bigstep,HPR,beta2_cover,1
78,bigstep,HPR,beta2_cover,1
79,bigstep,HPR,beta2_cover,1
80,bigstep,HPR,beta2_cover,1
81,bigstep,HPR,beta2_cover,1
82,bigstep,HPR,beta2_cover,1
83,bigstep,HPR,beta2_cover,1
84,bigstep,HPR,beta2_cover,1
85,bigstep,HPR,beta2_cover,1
86,bigstep,HPR,beta2_cover,1
87,bigstep,HPR,beta2_cover,1
88,bigstep,HPR,beta2_cover,1
89,bigstep,HPR,beta2_cover,0
90,bigstep,HPR,beta2_cover,1
91,bigstep,HPR,beta2_cover,1
92,bigstep,HPR,beta2_cover,1
93,bigstep,HPR,beta2_cover,1
94,bigstep,HPR,beta2_cover,1
95,bigstep,HPR,beta2_cover,1
96,bigstep,HPR,beta2_cover,1
97,bigstep,HPR,beta2_cover,1
98,bigstep,HPR,beta2_cover,1
99,bigstep,HPR,beta2_cover,1
100,bigstep,HPR,beta2_cover,1
1,bigstep,HPR,beta3_cover,1
2,bigstep,HPR,beta3_cover,1
3,bigstep,HPR,beta3_cover,1
4,bigstep,HPR,beta3_cover,1
5,bigstep,HPR,beta3_cover,1
6,bigstep,HPR,beta3_cover,1
7,bigstep,HPR,beta3_cover,1
8,bigstep,HPR,beta3_cover,1
9,bigstep,HPR,beta3_cover,1
10,bigstep,HPR,beta3_cover,1
11,bigstep,HPR,beta3_cover,1
12,bigstep,HPR,beta3_cover,0
13,bigstep,HPR,beta3_cover,1
14,bigstep,HPR,beta3_cover,1
15,bigstep,HPR,beta3_cover,0
16,bigstep,HPR,beta3_cover,1
17,bigstep,HPR,beta3_cover,1
18,bigstep,HPR,beta3_cover,1
19,bigstep,HPR,beta3_cover,1
20,bigstep,HPR,beta3_cover,1
21,bigstep,HPR,beta3_cover,1
